Date,OpensAt,ClosesAt,HighestAt,LowestAt,VolumeTraded,MarketCap
2018-10-2,8720.08,9122.55,8295.47,8621.90,7780960256,145341842785,
2018-9-2,8271.84,8736.98,7884.71,8736.98,6784820224,147266052809,
2018-8-2,7637.86,8558.77,7637.86,8265.59,9346750464,139306699929,
2018-7-2,7755.49,8509.11,7236.79,7621.30,9169280000,128435001186,
2018-6-2,7051.75,7850.70,6048.26,7754.00,13999800320,130658094648,
2018-5-2,8270.54,8364.84,6756.68,6955.27,9285289984,117184385122,
2018-4-2,9175.70,9334.87,8031.22,8277.01,7073549824,139433682759,
2018-3-2,8852.12,9430.75,8251.63,9174.91,7263790080,154540000411,
2018-2-2,9142.28,9142.28,7796.49,8830.75,12726899712,148725283812,
2018-1-2,10237.30,10288.80,8812.28,9170.54,9959400448,154428564694,
2018-31-1,10108.20,10381.60,9777.42,10221.10,8041160192,172099559942,
2018-30-1,11306.80,11307.20,10036.20,10106.30,8637859840,170151556678,
2018-29-1,11755.50,11875.60,11179.20,11296.40,7107359744,190164444830,
2018-28-1,11475.30,12040.30,11475.30,11786.30,8350360064,198389948175,
2018-27-1,11174.90,11614.90,10989.20,11440.70,7583269888,192550550498,
2018-26-1,11256.00,11656.70,10470.30,11171.40,9746199552,187995804677,
2018-25-1,11421.70,11785.70,11057.40,11259.40,8873169920,189455303273,
2018-24-1,10903.40,11501.40,10639.80,11359.40,9940989952,191115225673,
2018-23-1,10944.50,11377.60,10129.70,10868.40,9660609536,182830257191,
2018-22-1,11633.10,11966.40,10240.20,10931.40,10537400320,183866421285,
2018-21-1,12889.20,12895.90,11288.20,11600.10,9935179776,195089460991,
2018-20-1,11656.20,13103.00,11656.20,12899.20,11801700352,216907619830,
2018-19-1,11429.80,11992.80,11172.10,11607.40,10740400128,195158837709,
2018-18-1,11198.80,12107.30,10942.50,11474.90,15020399616,192907550324,
2018-17-1,11431.10,11678.00,9402.29,11188.60,18830600192,188070430523,
2018-16-1,13836.10,13843.10,10194.90,11490.50,18853799936,193121120762,
2018-15-1,13767.30,14445.50,13641.70,13819.80,12750799872,232242775485,
2018-14-1,14370.80,14511.80,13268.00,13772.00,11084099584,231413491364,
2018-13-1,13952.40,14659.50,13952.40,14360.20,12763599872,241268592240,
2018-12-1,13453.90,14229.90,13158.10,13980.60,12065699840,234865160377,
2018-11-1,14968.20,15018.80,13105.90,13405.80,16534099968,225178724050,
2018-10-1,14588.50,14973.30,13691.20,14973.30,18500800512,251472635522,
2018-9-1,15123.70,15497.50,14424.00,14595.40,16659999744,245095808695,
2018-8-1,16476.20,16537.90,14208.20,15170.10,18413899776,254715263101,
2018-7-1,17527.30,17579.60,16087.70,16477.60,15866000384,276634797271,
2018-6-1,17462.10,17712.40,16764.60,17527.00,18314600448,294217423675,
2018-5-1,15477.20,17705.20,15202.80,17429.50,23840899072,292544135538,
2018-4-1,15270.70,15739.70,14522.20,15599.20,21783199744,261795321110,
2018-3-1,14978.20,15572.80,14844.50,15201.00,16871900160,255080562912,
2018-2-1,13625.00,15444.60,13163.60,14982.10,16846600192,251377913955,
2018-1-1,14112.20,14112.20,13154.70,13657.20,10291200000,229119155396,
2017-31-12,12897.70,14377.40,12755.60,14156.40,12136299520,237465823980,
2017-30-12,14681.90,14681.90,12350.10,12952.20,14452599808,217239803085,
2017-29-12,14695.80,15279.00,14307.00,14656.20,13025500160,245793634125,
2017-28-12,15864.10,15888.40,13937.30,14606.50,12336499712,244929825575,
2017-27-12,16163.50,16930.90,15114.30,15838.50,12487600128,265559172050,
2017-26-12,14036.60,16461.20,14028.90,16099.80,13454300160,269908107763,
2017-25-12,13995.90,14593.00,13448.90,14026.60,10664699904,235126843805,
2017-24-12,14608.20,14626.00,12747.70,13925.80,11572299776,233414163395,
2017-23-12,13948.70,15603.20,13828.80,14699.20,13086000128,246349213910,
2017-22-12,15898.00,15943.40,11833.00,13831.80,22197999616,231788283457,
2017-21-12,16642.40,17567.70,15342.70,15802.90,16516599808,264788651530,
2017-20-12,17760.30,17934.70,16077.70,16624.60,22149699584,278528964015,
2017-19-12,19118.30,19177.80,17275.40,17776.70,16894499840,297801055828,
2017-18-12,19106.40,19371.00,18355.90,19114.20,14839499776,320174318520,
2017-17-12,19475.80,20089.00,18974.10,19140.80,13314599936,320576568850,
2017-16-12,17760.30,19716.70,17515.30,19497.40,12740599808,326502485530,
2017-15-12,16601.30,18154.10,16601.30,17706.90,14309999616,296482120238,
2017-14-12,16384.60,17085.80,16185.90,16564.00,13777399808,277310347000,
2017-13-12,17500.00,17653.10,16039.70,16408.20,12976900096,274663619978,
2017-12-12,16919.80,17781.80,16571.60,17415.40,14603799552,291483935710,
2017-11-12,15427.40,17513.90,15404.80,16936.80,12153900032,283439888520,
2017-10-12,15168.40,15850.60,13226.60,15455.40,13433299968,258615393665,
2017-9-12,16523.30,16783.00,13674.90,15178.20,13911300096,253946084745,
2017-8-12,17802.90,18353.40,14336.90,16569.40,21135998976,277185764485,
2017-7-12,14266.10,17899.70,14057.30,17899.70,17950699520,299405364249,
2017-6-12,11923.40,14369.10,11923.40,14291.50,12656300032,239024437136,
2017-5-12,11685.70,12032.00,11604.60,11916.70,6895260160,199278350420,
2017-4-12,11315.40,11657.20,11081.80,11657.20,6132409856,194912755450,
2017-3-12,11082.70,11858.70,10862.00,11323.20,6608309760,189302389920,
2017-2-12,10978.30,11320.20,10905.10,11074.60,5138500096,185122039035,
2017-1-12,10198.60,11046.70,9694.65,10975.60,6783119872,183444663767,
2017-30-11,9906.79,10801.00,9202.05,10233.60,8310689792,171020085600,
2017-29-11,10077.40,11517.40,9601.03,9888.61,11568799744,165233728795,
2017-28-11,9823.43,10125.70,9736.30,10058.80,6348819968,168056012886,
2017-27-11,9352.72,9818.35,9352.72,9818.35,5653320192,164019464090,
2017-26-11,8789.04,9522.93,8775.59,9330.55,5475579904,155850742551,
2017-25-11,8241.71,8790.92,8191.15,8790.92,4342060032,146820557006,
2017-24-11,8074.02,8374.16,7940.93,8253.69,5058610176,137831976173,
2017-23-11,8232.38,8267.40,8038.77,8038.77,4225179904,134227860479,
2017-22-11,8077.95,8302.26,8075.47,8253.55,3633530112,137797862084,
2017-21-11,8205.74,8348.66,7762.71,8071.26,4277609984,134739693480,
2017-20-11,8039.07,8336.86,7949.36,8200.64,3488450048,136881802624,
2017-19-11,7766.03,8101.91,7694.10,8036.49,3149319936,134124196206,
2017-18-11,7697.21,7884.99,7463.44,7790.15,3667190016,129997247838,
2017-17-11,7853.57,8004.59,7561.09,7708.99,4651670016,128621507062,
2017-16-11,7323.24,7967.38,7176.58,7871.69,5123809792,131328418537,
2017-15-11,6634.76,7342.25,6634.76,7315.54,4200880128,122035826506,
2017-14-11,6561.48,6764.98,6461.75,6635.75,3197110016,110683148744,
2017-13-11,5938.25,6811.19,5844.29,6559.49,6263249920,109400650105,
2017-12-11,6295.45,6625.05,5519.01,5950.07,8957349888,99226193603,
2017-11-11,6618.61,6873.15,6204.22,6357.60,4908680192,106016076151,
2017-10-11,7173.73,7312.00,6436.87,6618.14,5208249856,110354089394,
2017-9-11,7446.83,7446.83,7101.52,7143.58,3226249984,119104730750,
2017-8-11,7141.38,7776.42,7114.02,7459.69,4602200064,124360767999,
2017-7-11,7023.10,7253.32,7023.10,7144.38,2326340096,119091456315,
2017-6-11,7403.22,7445.77,7007.31,7022.76,3111899904,117050623317,
2017-5-11,7404.52,7617.48,7333.19,7407.41,2380410112,123449206170,
2017-4-11,7164.48,7492.86,7031.28,7379.95,2483800064,122978748805,
2017-3-11,7087.53,7461.29,7002.94,7207.76,3369860096,120097405359,
2017-2-11,6777.77,7367.33,6758.72,7078.50,4653770240,117933380780,
2017-1-11,6440.97,6767.31,6377.88,6767.31,2870320128,112735345036,
2017-31-10,6132.02,6470.43,6103.33,6468.40,2311379968,107743731291,
2017-30-10,6114.85,6214.99,6040.85,6130.53,1772150016,102105356519,
2017-29-10,5754.44,6255.71,5724.58,6153.85,2859040000,102482445590,
2017-28-10,5787.82,5876.72,5689.19,5753.09,1403920000,95797359518,
2017-27-10,5899.74,5988.39,5728.82,5780.90,1710130048,96254297360,
2017-26-10,5747.95,5976.80,5721.22,5904.83,1905040000,98310176011,
2017-25-10,5524.60,5754.33,5397.88,5750.80,1966989952,95732630220,
2017-24-10,5935.52,5935.52,5504.18,5526.64,2735699968,91988225800,
2017-23-10,6006.00,6075.59,5732.47,5930.32,2401840128,98695054084,
2017-22-10,6036.66,6076.26,5792.34,6008.42,2034630016,99981911326,
2017-21-10,5996.79,6194.88,5965.07,6031.60,2207099904,100353682389,
2017-20-10,5708.11,6060.11,5627.23,6011.45,2354429952,100007083345,
2017-19-10,5583.74,5744.35,5531.06,5708.52,1780540032,94954808115,
2017-18-10,5603.82,5603.82,5151.44,5590.69,2399269888,92982539106,
2017-17-10,5741.58,5800.35,5472.72,5605.51,1821570048,93218297189,
2017-16-10,5687.57,5776.23,5544.21,5725.59,2008070016,95203392843,
2017-15-10,5835.96,5852.48,5478.61,5678.19,1976039936,94403031755,
2017-14-10,5643.53,5837.70,5591.64,5831.79,1669030016,96942498331,
2017-13-10,5464.16,5840.30,5436.85,5647.21,3615480064,93864253934,
2017-12-10,4829.58,5446.91,4822.00,5446.91,2791610112,90525666972,
2017-11-10,4789.25,4873.73,4751.63,4826.48,1222279936,80205238020,
2017-10-10,4776.21,4922.17,4765.10,4781.99,1597139968,79457603224,
2017-9-10,4614.52,4878.71,4564.25,4772.02,1968739968,79282158943,
2017-8-10,4429.67,4624.14,4405.64,4610.48,1313869952,76589293760,
2017-7-10,4369.35,4443.88,4321.05,4426.89,906928000,73529314833,
2017-6-10,4324.46,4413.27,4320.53,4370.81,1069939968,72589262957,
2017-5-10,4229.88,4362.64,4164.05,4328.41,1161769984,71876277937,
2017-4-10,4319.37,4352.31,4210.42,4229.36,1116770048,70225033578,
2017-3-10,4408.46,4432.47,4258.89,4317.48,1288019968,71681069637,
2017-2-10,4395.81,4470.23,4377.46,4409.32,1431730048,73195646776,
2017-1-10,4341.05,4403.74,4269.81,4403.74,1208210048,73094870674,
2017-30-9,4166.11,4358.43,4160.86,4338.71,1207449984,72008428789,
2017-29-9,4171.62,4214.63,4039.29,4163.07,1367049984,69086146650,
2017-28-9,4197.13,4279.31,4109.70,4174.73,1712320000,69270823146,
2017-27-9,3892.94,4210.05,3884.82,4200.67,1686880000,69691950752,
2017-26-9,3928.41,3969.89,3869.90,3892.35,1043740032,64569365079,
2017-25-9,3681.58,3950.25,3681.58,3926.07,1374210048,65122213849,
2017-24-9,3796.15,3796.15,3666.90,3682.84,768014976,61081971156,
2017-23-9,3629.92,3819.21,3594.58,3792.40,928113984,62892069389,
2017-22-9,3628.02,3758.27,3553.53,3630.70,1194829952,60203040223,
2017-21-9,3901.47,3916.42,3613.63,3631.04,1411480064,60202370872,
2017-20-9,3916.36,4031.39,3857.73,3905.95,1213830016,64751811835,
2017-19-9,4073.79,4094.07,3868.87,3924.97,1563980032,65061185838,
2017-18-9,3591.09,4079.23,3591.09,4065.20,1943209984,67377945990,
2017-17-9,3606.28,3664.81,3445.64,3582.88,1239149952,59377995376,
2017-16-9,3637.75,3808.84,3487.79,3625.04,1818400000,60068678195,
2017-15-9,3166.30,3733.45,2946.62,3637.52,4148069888,60267886368,
2017-14-9,3875.37,3920.60,3153.86,3154.95,2716310016,52265453816,
2017-13-9,4131.98,4131.98,3789.92,3882.59,2219409920,64311123695,
2017-12-9,4168.88,4344.65,4085.22,4130.81,1864530048,68412822896,
2017-11-9,4122.47,4261.67,4099.40,4161.27,1557330048,68907352119,
2017-10-9,4229.34,4245.44,3951.04,4122.94,1679090048,68263826801,
2017-9-9,4229.81,4308.82,4114.11,4226.06,1386230016,69963847482,
2017-8-9,4605.16,4661.00,4075.18,4228.75,2700890112,69999555938,
2017-7-9,4589.14,4655.04,4491.33,4599.88,1844620032,76132843874,
2017-6-9,4376.59,4617.25,4376.59,4597.12,2172100096,76077049312,
2017-5-9,4228.29,4427.84,3998.11,4376.53,2697969920,72417728536,
2017-4-9,4591.63,4591.63,4108.40,4236.31,2987330048,70087101256,
2017-3-9,4585.27,4714.08,4417.59,4582.96,1933190016,75812181334,
2017-2-9,4901.42,4975.04,4469.24,4578.77,2722139904,75734114962,
2017-1-9,4701.76,4892.01,4678.53,4892.01,2599079936,80905039782,
2017-31-8,4555.59,4736.05,4549.40,4703.39,1944930048,77775374625,
2017-30-8,4570.36,4626.52,4471.41,4565.30,1937849984,75482724984,
2017-29-8,4389.21,4625.68,4352.13,4579.02,2486080000,75699786263,
2017-28-8,4384.45,4403.93,4224.64,4382.66,1959330048,72445588933,
2017-27-8,4345.10,4416.59,4317.29,4382.88,1537459968,72441993792,
2017-26-8,4372.06,4379.28,4269.52,4352.40,1511609984,71929882019,
2017-25-8,4332.82,4455.70,4307.35,4371.60,1727970048,72241507489,
2017-24-8,4137.60,4376.39,4130.26,4334.68,2037750016,71625870868,
2017-23-8,4089.01,4255.78,4078.41,4151.52,2369819904,68593954170,
2017-22-8,3998.35,4128.76,3674.58,4100.52,3764239872,67743202431,
2017-21-8,4090.48,4109.14,3988.60,4001.74,2800890112,66106992038,
2017-20-8,4189.31,4196.29,4069.88,4087.66,2109769984,67520478838,
2017-19-8,4137.75,4243.26,3970.55,4193.70,2975820032,69265141208,
2017-18-8,4324.34,4370.13,4015.40,4160.62,2941710080,68710871037,
2017-17-8,4384.44,4484.70,4243.71,4331.69,2553359872,71527949443,
2017-16-8,4200.34,4381.23,3994.42,4376.63,2272039936,72260183303,
2017-15-8,4326.99,4455.97,3906.18,4181.93,3258050048,69038855081,
2017-14-8,4066.10,4325.13,3989.16,4325.13,2463089920,71394704654,
2017-13-8,3880.04,4208.39,3857.80,4073.26,3159089920,67230528989,
2017-12-8,3650.63,3949.92,3613.70,3884.71,2219589888,64111163866,
2017-11-8,3373.82,3679.72,3372.12,3650.62,2021190016,60241844923,
2017-10-8,3341.84,3453.45,3319.47,3381.28,1515110016,55791120000,
2017-9-8,3420.40,3422.76,3247.67,3342.47,1468960000,55145196472,
2017-8-8,3370.22,3484.85,3345.83,3419.94,1752760064,56417337745,
2017-7-8,3212.78,3397.68,3180.89,3378.94,1482279936,55734179251,
2017-6-8,3257.61,3293.29,3155.60,3213.94,1105030016,53006426108,
2017-5-8,2897.63,3290.01,2874.83,3252.91,1945699968,53643452554,
2017-4-8,2806.93,2899.33,2743.72,2895.89,1002120000,47749461443,
2017-3-8,2709.56,2813.31,2685.14,2804.73,804796992,46239970790,
2017-2-8,2727.13,2762.53,2668.59,2710.67,1094950016,44684649516,
2017-1-8,2871.30,2921.35,2685.61,2718.26,1324669952,44804603885,
2017-31-7,2763.24,2889.62,2720.61,2875.34,860574976,47388334773,
2017-30-7,2724.39,2758.53,2644.85,2757.18,705942976,45435913868,
2017-29-7,2807.02,2808.76,2692.80,2726.45,803745984,44924534585,
2017-28-7,2679.73,2897.45,2679.73,2809.01,1380099968,46279316161,
2017-27-7,2538.71,2693.32,2529.34,2671.78,789104000,44013533097,
2017-26-7,2577.77,2610.76,2450.80,2529.45,937404032,41663929265,
2017-25-7,2757.50,2768.08,2480.96,2576.48,1460089984,42433788244,
2017-24-7,2732.70,2777.26,2699.19,2754.86,866473984,45366654309,
2017-23-7,2808.10,2832.18,2653.94,2730.40,1072840000,44957775265,
2017-22-7,2668.63,2862.42,2657.71,2810.12,1177129984,46264340367,
2017-21-7,2838.41,2838.41,2621.85,2667.76,1489449984,43915296559,
2017-20-7,2269.89,2900.70,2269.89,2817.60,2249260032,46376428080,
2017-19-7,2323.08,2397.17,2260.23,2273.43,1245100032,37415031061,
2017-18-7,2233.52,2387.61,2164.77,2318.88,1512450048,38158677672,
2017-17-7,1932.62,2230.49,1932.62,2228.41,1201760000,36665393517,
2017-16-7,1991.98,2058.77,1843.03,1929.82,1182870016,31748939343,
2017-15-7,2230.12,2231.14,1990.41,1998.86,993608000,32880721300,
2017-14-7,2360.59,2363.25,2183.22,2233.34,882502976,36734255488,
2017-13-7,2402.70,2425.22,2340.83,2357.90,835769984,38778935907,
2017-12-7,2332.77,2423.71,2275.14,2398.84,1117410048,39447604438,
2017-11-7,2385.89,2413.47,2296.81,2337.79,1329760000,38438497236,
2017-10-7,2525.25,2537.16,2321.13,2372.56,1111200000,39005033499,
2017-9-7,2572.61,2635.49,2517.59,2518.44,527856000,41397076604,
2017-8-7,2520.27,2571.34,2492.31,2571.34,733329984,42262222823,
2017-7-7,2608.59,2916.14,2498.87,2518.66,917411968,41391217675,
2017-6-7,2608.10,2616.72,2581.69,2608.56,761956992,42863758795,
2017-5-7,2602.87,2622.65,2538.55,2601.99,941566016,42751085999,
2017-4-7,2561.00,2631.59,2559.35,2601.64,985516032,42740618673,
2017-3-7,2498.56,2595.00,2480.47,2564.06,964112000,42118211083,
2017-2-7,2436.40,2514.28,2394.84,2506.47,803747008,41167015221,
2017-1-7,2492.60,2515.27,2419.23,2434.55,779913984,39980058373,
2017-30-6,2539.24,2559.25,2478.43,2480.84,860273024,40735082695,
2017-29-6,2567.56,2588.83,2510.48,2539.32,949979008,41690395783,
2017-28-6,2553.03,2603.98,2484.42,2574.79,1183869952,42268942193,
2017-27-6,2478.45,2552.45,2332.99,2552.45,1489789952,41897190525,
2017-26-6,2590.57,2615.25,2376.29,2478.45,1663280000,40677994354,
2017-25-6,2607.25,2682.26,2552.12,2589.41,1161100032,42495001716,
2017-24-6,2738.52,2757.94,2583.19,2608.72,982750016,42807952581,
2017-23-6,2707.34,2765.17,2706.37,2744.91,961318976,45037797053,
2017-22-6,2691.03,2723.74,2642.36,2705.41,1097939968,44384244937,
2017-21-6,2709.43,2772.01,2660.40,2689.10,1626579968,44111929173,
2017-20-6,2591.26,2763.45,2589.82,2721.79,1854189952,44643512689,
2017-19-6,2549.03,2662.85,2549.03,2589.60,1446840064,42470734800,
2017-18-6,2655.35,2662.10,2516.33,2548.29,1178659968,41788418974,
2017-17-6,2514.01,2685.19,2484.96,2655.88,1534509952,43548031452,
2017-16-6,2469.57,2539.92,2385.15,2518.56,1195190016,41291821423,
2017-15-6,2499.58,2534.71,2212.96,2464.58,2026259968,40402259202,
2017-14-6,2716.88,2786.83,2412.94,2506.37,1696560000,41082567339,
2017-13-6,2680.91,2789.04,2650.38,2717.02,1781200000,44530631894,
2017-12-6,2953.22,2997.26,2518.56,2659.63,2569530112,43585351533,
2017-11-6,2942.41,2996.60,2840.53,2958.11,1752400000,48471330146,
2017-10-6,2828.14,2950.99,2746.55,2947.71,2018889984,48295501718,
2017-9-6,2807.44,2901.71,2795.62,2823.81,1348950016,46260465854,
2017-8-6,2720.49,2815.30,2670.95,2805.62,1281170048,45957247989,
2017-7-6,2869.38,2869.38,2700.56,2732.16,1517709952,44748237218,
2017-6-6,2690.84,2999.91,2690.84,2863.20,2089609984,46888622160,
2017-5-6,2512.40,2686.81,2510.22,2686.81,1369309952,43994968834,
2017-4-6,2547.79,2585.89,2452.54,2511.81,1355120000,41124262595,
2017-3-6,2493.72,2581.91,2423.57,2515.35,1514950016,41177190057,
2017-2-6,2404.03,2488.55,2373.32,2488.55,1317030016,40732491835,
2017-1-6,2288.33,2448.39,2288.33,2407.88,1653180032,39407633763,
2017-31-5,2187.19,2311.08,2145.57,2286.41,1544829952,37414813240,
2017-30-5,2255.36,2301.96,2124.57,2175.47,1443970048,35594903085,
2017-29-5,2159.43,2307.05,2107.17,2255.61,994625024,36901102917,
2017-28-5,2054.08,2267.34,2054.08,2155.80,1147139968,35264171110,
2017-27-5,2196.27,2260.20,1855.83,2038.87,1700480000,33347170525,
2017-26-5,2320.89,2573.79,2071.99,2202.42,1763480064,36017660894,
2017-25-5,2446.24,2763.71,2285.30,2304.98,2406700032,37690456715,
2017-24-5,2321.37,2523.72,2321.37,2443.64,1725379968,39952841999,
2017-23-5,2191.56,2320.82,2178.50,2320.42,1378749952,37933704066,
2017-22-5,2043.19,2303.90,2017.87,2173.40,1942220032,35525744380,
2017-21-5,2067.03,2119.08,2037.50,2041.20,1147859968,33361091114,
2017-20-5,1984.24,2084.73,1974.92,2084.73,961336000,34068630559,
2017-19-5,1897.37,2004.52,1890.25,1987.71,1157289984,32479082015,
2017-18-5,1818.70,1904.48,1807.12,1888.65,894321024,30856574835,
2017-17-5,1726.73,1864.05,1661.91,1839.09,1064729984,30043626195,
2017-16-5,1741.70,1785.94,1686.54,1734.45,959044992,28330874003,
2017-15-5,1808.44,1812.80,1708.54,1738.43,731529024,28392885375,
2017-14-5,1800.86,1831.42,1776.62,1808.91,437196000,29540290794,
2017-13-5,1723.12,1812.99,1651.08,1804.91,579635008,29471223857,
2017-12-5,1845.76,1856.15,1694.01,1724.24,740984000,28150631936,
2017-11-5,1780.37,1873.93,1755.35,1848.57,799489984,30176934751,
2017-10-5,1756.52,1788.44,1719.10,1787.13,915723008,29170965564,
2017-9-5,1723.89,1833.49,1716.30,1755.36,1167920000,28649119972,
2017-8-5,1596.92,1723.35,1596.92,1723.35,1340320000,28123369330,
2017-7-5,1579.47,1596.72,1559.76,1596.71,1080029952,26053077975,
2017-6-5,1556.81,1578.80,1542.50,1578.80,582529984,25757608890,
2017-5-5,1540.87,1618.03,1530.31,1555.45,946035968,25373374563,
2017-4-5,1490.72,1608.91,1490.72,1537.67,933548992,25080858487,
2017-3-5,1453.78,1492.77,1447.49,1490.09,583795968,24301634925,
2017-2-5,1421.03,1473.90,1415.69,1452.82,477337984,23691443738,
2017-1-5,1348.30,1434.32,1348.30,1421.60,713624000,23179524919,
2017-30-4,1321.87,1347.91,1314.92,1347.89,413115008,21975104909,
2017-29-4,1317.84,1327.20,1315.21,1321.79,422705984,21547126640,
2017-28-4,1317.74,1331.28,1292.37,1316.48,527488992,21457669552,
2017-27-4,1281.88,1319.70,1281.30,1317.73,449196992,21475836448,
2017-26-4,1265.99,1294.83,1265.93,1281.08,329631008,20876159410,
2017-25-4,1250.45,1267.58,1249.97,1265.49,242556000,20619704237,
2017-24-4,1209.63,1250.94,1209.63,1250.15,235806000,20367443800,
2017-23-4,1231.92,1232.20,1203.94,1207.21,258951008,19665994145,
2017-22-4,1222.71,1235.56,1208.47,1231.71,249320000,20062753908,
2017-21-4,1229.42,1235.94,1215.56,1222.05,272167008,19903192286,
2017-20-4,1211.08,1240.79,1208.41,1229.08,315108000,20015137622,
2017-19-4,1212.13,1215.51,1205.08,1210.29,288060992,19707045565,
2017-18-4,1193.77,1217.57,1193.77,1211.67,270524000,19727334977,
2017-17-4,1183.25,1194.90,1172.65,1193.91,253206000,19436033390,
2017-16-4,1172.61,1187.22,1172.61,1182.94,183231008,19255408766,
2017-15-4,1167.30,1188.00,1164.96,1172.52,203559008,19083656460,
2017-14-4,1170.33,1190.80,1159.79,1167.54,254827008,19000400018,
2017-13-4,1201.02,1205.89,1156.44,1169.28,351968992,19026699552,
2017-12-4,1204.81,1207.14,1196.76,1200.37,288702016,19530680104,
2017-11-4,1187.46,1208.07,1187.46,1205.01,216182000,19604036563,
2017-10-4,1187.30,1190.34,1179.04,1187.13,215883008,19310642460,
2017-9-4,1176.57,1197.21,1171.86,1187.87,242343008,19320511927,
2017-8-4,1172.65,1184.98,1162.58,1175.95,209312000,19124327856,
2017-7-4,1178.94,1186.58,1163.39,1176.90,317022016,19137747435,
2017-6-4,1125.81,1188.37,1125.81,1182.68,511222016,19229356147,
2017-5-4,1134.14,1135.09,1113.63,1124.78,414784000,18285857775,
2017-4-4,1145.52,1156.44,1120.52,1133.25,436310016,18421262063,
2017-3-4,1102.95,1151.74,1102.95,1143.81,580444032,18591158323,
2017-2-4,1080.61,1107.59,1075.45,1102.17,514187008,17911915755,
2017-1-4,1071.71,1091.72,1061.09,1080.50,289633984,17557597716,
2017-31-3,1026.64,1074.92,1026.64,1071.79,447287008,17414322808,
2017-30-3,1042.21,1049.29,1020.04,1026.43,352968992,16675587066,
2017-29-3,1046.08,1055.13,1015.88,1039.97,298457984,16893415156,
2017-28-3,1044.58,1064.65,1027.73,1047.15,326332000,17008241726,
2017-27-3,972.05,1046.40,971.98,1045.77,372535008,16983801541,
2017-26-3,974.02,1007.96,954.19,966.72,303668000,15698465531,
2017-25-3,936.54,975.76,903.71,972.78,435803008,15794781102,
2017-24-3,1038.45,1040.47,934.36,937.52,491038016,15220718764,
2017-23-3,1050.05,1058.01,1028.93,1038.59,248540000,16859314109,
2017-22-3,1120.65,1120.65,1014.21,1049.14,380840992,17028630158,
2017-21-3,1055.36,1122.43,1055.36,1120.54,337391008,18185299687,
2017-20-3,1037.24,1063.03,1036.68,1054.23,286529984,17107266418,
2017-19-3,976.73,1069.91,976.73,1036.74,406648000,16821676707,
2017-18-3,1099.69,1114.07,957.66,973.82,621302016,15798760668,
2017-17-3,1180.16,1180.16,1099.57,1100.23,706598976,17847435957,
2017-16-3,1251.33,1257.98,1152.44,1187.81,638568000,19265847025,
2017-15-3,1240.16,1251.61,1239.75,1249.61,297804992,20265831337,
2017-14-3,1232.16,1244.81,1220.72,1240.00,245306000,20107761880,
2017-13-3,1221.78,1237.37,1217.03,1231.92,380276992,19974334865,
2017-12-3,1176.62,1226.98,1175.36,1221.38,227176000,19801195767,
2017-11-3,1116.32,1193.83,1116.32,1175.83,283320000,19060468862,
2017-10-3,1189.36,1270.47,1077.25,1116.72,563795968,18100188612,
2017-9-3,1150.35,1197.46,1141.23,1188.49,212283008,19261188310,
2017-8-3,1223.23,1232.16,1148.08,1150.00,332603008,18635275050,
2017-7-3,1273.21,1275.55,1204.80,1223.54,291256000,19824773912,
2017-6-3,1267.47,1276.00,1264.60,1272.83,153656992,20620991547,
2017-5-3,1254.29,1267.29,1238.06,1267.12,134127000,20526235270,
2017-4-3,1277.43,1279.40,1230.51,1255.15,183270000,20329978338,
2017-3-3,1250.71,1280.31,1250.71,1274.99,315739008,20649259919,
2017-2-3,1224.68,1262.13,1215.62,1251.01,368275008,20258543188,
2017-1-3,1180.04,1222.50,1179.69,1222.50,229056992,19794459608,
2017-28-2,1180.72,1193.25,1171.82,1179.97,184956000,19103684801,
2017-27-2,1163.78,1181.98,1163.38,1179.97,131570000,19101427518,
2017-26-2,1144.27,1167.47,1130.20,1165.20,116486000,18860247630,
2017-25-2,1170.41,1174.85,1124.59,1143.84,139960992,18511906560,
2017-24-2,1172.71,1200.39,1131.96,1173.68,330759008,18992415818,
2017-23-2,1117.27,1176.62,1116.96,1166.72,189454000,18877442096,
2017-22-2,1114.80,1125.39,1100.55,1117.44,136100000,18077985665,
2017-21-2,1079.28,1117.25,1076.93,1115.30,186868992,18041455273,
2017-20-2,1048.69,1080.49,1041.69,1079.98,109478000,17468244508,
2017-19-2,1054.76,1056.81,1043.46,1047.87,77423296,16946913346,
2017-18-2,1049.21,1061.10,1046.96,1054.42,99073504,17051064834,
2017-17-2,1026.12,1053.17,1025.64,1046.21,136474000,16916338976,
2017-16-2,1007.65,1033.37,1007.65,1027.44,122277000,16610905026,
2017-15-2,1006.21,1008.84,1001.58,1007.48,89759400,16286329282,
2017-14-2,991.73,1011.51,986.47,1004.55,137946000,16237219721,
2017-13-2,998.89,1002.10,976.00,990.64,100607000,16010322103,
2017-12-2,1003.52,1004.76,996.92,999.18,67530000,16146290349,
2017-11-2,988.90,1009.29,982.83,1004.45,102261000,16229677099,
2017-10-2,995.63,998.91,946.69,988.67,190452000,15973053725,
2017-9-2,1064.70,1088.99,953.34,994.38,407220000,16063448932,
2017-8-2,1062.32,1078.97,1037.49,1063.07,201855008,17170799127,
2017-7-2,1040.14,1061.93,1040.14,1061.35,146007008,17141080574,
2017-6-2,1028.40,1044.64,1028.16,1038.15,111762000,16764422010,
2017-5-2,1043.52,1043.63,1022.37,1027.34,114208000,16588240157,
